idx,timeStamp,userID,targetApp,eventType,url,content,target.workbookName,target.sheetName,target.id,target.class,target.tagName,target.type,target.name,target.value,target.innerText,target.checked,target.href,target.option,target.title,target.innerHTML,Task
2,2019-10-21T00:13:57.755Z,vleno,Excel,copyCell,,+61 035 376 0669,StudentRecords.xlsx,Sheet1,D4,,,,,+61 035 376 0669,,,,,,,StudentRecord
2,2019-10-21T00:13:59.800Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 035 376 0669,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,StudentRecord
2,2019-10-21T00:14:05.073Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,035-376-0669,,,,,,,StudentRecord
2,2019-10-21T00:14:08.155Z,vleno,Excel,copyCell,,Australia,StudentRecords.xlsx,Sheet1,F4,,,,,Australia,,,,,,,StudentRecord
2,2019-10-21T00:14:09.777Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Australia,,,,,INPUT,text,SingleLine1,,,,,,,,StudentRecord
2,2019-10-21T00:14:10.121Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Australia,,,,,,,StudentRecord
2,2019-10-21T00:14:13.289Z,vleno,Excel,copyCell,,"396 Clarendon St, South Melbourne, VIC 3205, Australia",StudentRecords.xlsx,Sheet1,G4,,,,,"396 Clarendon St, South Melbourne, VIC 3205, Australia",,,,,,,StudentRecord
2,2019-10-21T00:14:20.224Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"396 Clarendon St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,StudentRecord
2,2019-10-21T00:14:27.713Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,396 Clarendon St,,,,,,,StudentRecord
2,2019-10-21T00:14:28.144Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"396 Clarendon St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_City,,,,,,,,StudentRecord
2,2019-10-21T00:14:34.129Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,South Melbourne,,,,,,,StudentRecord
2,2019-10-21T00:14:35.024Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"396 Clarendon St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_Region,,,,,,,,StudentRecord
2,2019-10-21T00:14:40.929Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,StudentRecord
2,2019-10-21T00:14:44.377Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"396 Clarendon St, South Melbourne, VIC 3205, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,StudentRecord
2,2019-10-21T00:14:48.929Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3205,,,,,,,StudentRecord
2,2019-10-21T00:14:58.962Z,vleno,Excel,copyCell,,srichards@gmail.com,StudentRecords.xlsx,Sheet1,E4,,,,,srichards@gmail.com,,,,,,,StudentRecord
2,2019-10-21T00:15:00.776Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,srichards@gmail.com,,,,,INPUT,text,Email,,,,,,,,StudentRecord
2,2019-10-21T00:15:01.145Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,srichards@gmail.com,,,,,,,StudentRecord
2,2019-10-21T00:15:07.071Z,vleno,Chrome,clickButton,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,StudentRecord
2,2019-10-21T00:15:09.962Z,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,, \n<em class=liveAddIcon flLeft></em>\n<b>Add another response.</b>\n<div class=clearBoth></div>,StudentRecord
3,2019-10-21T00:15:15.277Z,vleno,Excel,copyCell,,Gerard,StudentRecords.xlsx,Sheet1,A5,,,,,Gerard,,,,,,,StudentRecord
3,2019-10-21T00:15:17.169Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Gerard,,,,,INPUT,text,SingleLine,,,,,,,,StudentRecord
3,2019-10-21T00:15:17.554Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Gerard,,,,,,,StudentRecord
3,2019-10-21T00:15:19.861Z,vleno,Excel,copyCell,,Dubois,StudentRecords.xlsx,Sheet1,B5,,,,,Dubois,,,,,,,StudentRecord
3,2019-10-21T00:15:21.744Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Dubois,,,,,INPUT,text,SingleLine,Gerard ,,,,,,,StudentRecord
3,2019-10-21T00:15:22.105Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Gerard Dubois,,,,,,,StudentRecord
3,2019-10-21T00:15:24.484Z,vleno,Excel,copyCell,,8/4/87,StudentRecords.xlsx,Sheet1,C5,,,,,8/4/87,,,,,,,StudentRecord
3,2019-10-21T00:15:26.185Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,8/4/87,,,Date-date,,INPUT,text,date,,,,,,,,StudentRecord
3,2019-10-21T00:15:29.763Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,,INPUT,text,date,8/4/87,,,,,,,StudentRecord
3,2019-10-21T00:15:32.434Z,vleno,Excel,copyCell,,+61 043 532 6105,StudentRecords.xlsx,Sheet1,D5,,,,,+61 043 532 6105,,,,,,,StudentRecord
3,2019-10-21T00:15:35.152Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 043 532 6105,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,StudentRecord
3,2019-10-21T00:15:40.121Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,043-532-6105,,,,,,,StudentRecord
3,2019-10-21T00:15:42.908Z,vleno,Excel,copyCell,,gdubois@gmail.com,StudentRecords.xlsx,Sheet1,E5,,,,,gdubois@gmail.com,,,,,,,StudentRecord
3,2019-10-21T00:15:46.641Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,gdubois@gmail.com,,,,,INPUT,text,Email,,,,,,,,StudentRecord
3,2019-10-21T00:15:47.042Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,gdubois@gmail.com,,,,,,,StudentRecord
3,2019-10-21T00:15:49.267Z,vleno,Excel,copyCell,,France,StudentRecords.xlsx,Sheet1,F5,,,,,France,,,,,,,StudentRecord
3,2019-10-21T00:15:52.472Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,France,,,,,INPUT,text,SingleLine1,,,,,,,,StudentRecord
3,2019-10-21T00:15:52.961Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,France,,,,,,,StudentRecord
3,2019-10-21T00:15:55.668Z,vleno,Excel,copyCell,,"120 Princes St, Port Melbourne, VIC 3207, Australia ",StudentRecords.xlsx,Sheet1,G5,,,,,"120 Princes St, Port Melbourne, VIC 3207, Australia ",,,,,,,StudentRecord
3,2019-10-21T00:15:57.464Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"120 Princes St, Port Melbourne, VIC 3207, Australia ",,,,,INPUT,text,Address_AddressLine1,,,,,,,,StudentRecord
3,2019-10-21T00:16:01.057Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,120 Princes St,,,,,,,StudentRecord
3,2019-10-21T00:16:01.448Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"120 Princes St, Port Melbourne, VIC 3207, Australia ",,,,,INPUT,text,Address_City,,,,,,,,StudentRecord
3,2019-10-21T00:16:08.169Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Port Melbourne,,,,,,,StudentRecord
3,2019-10-21T00:16:09.144Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"120 Princes St, Port Melbourne, VIC 3207, Australia ",,,,,INPUT,text,Address_Region,,,,,,,,StudentRecord
3,2019-10-21T00:16:13.921Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,StudentRecord
3,2019-10-21T00:16:14.688Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"120 Princes St, Port Melbourne, VIC 3207, Australia ",,,,,INPUT,text,Address_ZipCode,,,,,,,,StudentRecord
3,2019-10-21T00:16:19.649Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3207,,,,,,,StudentRecord
3,2019-10-21T00:16:24.640Z,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,TRUE,,,,,StudentRecord
3,2019-10-21T00:16:24.641Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,TRUE,,,,,StudentRecord
3,2019-10-21T00:16:25.322Z,vleno,Chrome,clickButton,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,StudentRecord
3,2019-10-21T00:16:29.042Z,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,, \n<em class=liveAddIcon flLeft></em>\n<b>Add another response.</b>\n<div class=clearBoth></div>,StudentRecord
4,2019-10-21T00:16:33.271Z,vleno,Excel,copyCell,,Audrey,StudentRecords.xlsx,Sheet1,A6,,,,,Audrey,,,,,,,StudentRecord
4,2019-10-21T00:16:35.145Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Audrey,,,,,INPUT,text,SingleLine,,,,,,,,StudentRecord
4,2019-10-21T00:16:35.513Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Audrey,,,,,,,StudentRecord
4,2019-10-21T00:16:37.886Z,vleno,Excel,copyCell,,Backer,StudentRecords.xlsx,Sheet1,B6,,,,,Backer,,,,,,,StudentRecord
4,2019-10-21T00:16:39.608Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Backer,,,,,INPUT,text,SingleLine,Audrey ,,,,,,,StudentRecord
4,2019-10-21T00:16:39.952Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Audrey Backer,,,,,,,StudentRecord
4,2019-10-21T00:16:42.399Z,vleno,Excel,copyCell,,20/06/1987,StudentRecords.xlsx,Sheet1,C6,,,,,20/06/1987,,,,,,,StudentRecord
4,2019-10-21T00:16:43.946Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,20/06/1987,,,Date-date,,INPUT,text,date,,,,,,,,StudentRecord
4,2019-10-21T00:16:47.334Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,,INPUT,text,date,20-06-1987,,,,,,,StudentRecord
4,2019-10-21T00:16:49.744Z,vleno,Excel,copyCell,,+61 519 790 1066,StudentRecords.xlsx,Sheet1,D6,,,,,+61 519 790 1066,,,,,,,StudentRecord
4,2019-10-21T00:16:51.800Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 519 790 1066,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,StudentRecord
4,2019-10-21T00:16:57.009Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,519-790-1066,,,,,,,StudentRecord
4,2019-10-21T00:16:59.233Z,vleno,Excel,copyCell,,abacker@gmail.com,StudentRecords.xlsx,Sheet1,E6,,,,,abacker@gmail.com,,,,,,,StudentRecord
4,2019-10-21T00:17:01.282Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,abacker@gmail.com,,,,,INPUT,text,Email,,,,,,,,StudentRecord
4,2019-10-21T00:17:01.619Z,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,abacker@gmail.com,,,,,,,StudentRecord
4,2019-10-21T00:17:04.092Z,vleno,Excel,copyCell,,United States,StudentRecords.xlsx,Sheet1,F6,,,,,United States,,,,,,,StudentRecord
4,2019-10-21T00:17:06.897Z,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,United States,,,,,INPUT,text,SingleLine1,,,,,,,,StudentRecord
